ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
B0BLYR6KG2,Dog Buttons for Communication  6 Pcs Dog Talking Button Set  30s Voice Recordable Pet Training Buzzer  Speaking Buttons for Cats & Dogs with Waterproof Dog Activity Mat and 24 Scene Stickers,Acools,Pet Supplies,"$38,228.05","1,195",$31.99,$9.94,$22.05,"8,511",237,7,1,11/09/2022,Amazon,4.1,"10.59"" x 7.09"" x 2.32""",Large standard-size,1.28 lbs
B0CL2GMSWB,Dog Calcium Bones Wrapped Chicken & Rawhide Free Chew Treats - Pet Healthy Dried Snacks & Grain Free Organic Meat - Bulk Best Chews for Christmas  Training Small & Large Dogs - Made for USA,Beloved Pets,Pet Supplies,"$14,708.40","1,236",$11.90,$5.56,$6.35,"5,528",687,7,1,07/28/2022,Amazon,4.5,"6.73"" x 5.35"" x 1.65""",Large standard-size,11.36 lbs
B0CLDJJLFJ,Dog Car Seat Car Dog Seat or Puppy Car Seat for Small to Medium-Sized Dogs Waterproof Pet Car Seat for Back and Front Seat,Giomoc,Pet Supplies,"$33,743.12","1,688",$19.99,$8.79,$11.20,"6,970",3842,7,1,08/22/2023,N.A.,4.3,"11.81"" x 9.84"" x 3.15""",Large standard-size,1.26 lbs
B09S3ND8TP,Dog Car Seat Cover for Back Seat for Cars & SUVs - Durable Pet Car Seat Cover Backseat Protector  Nonslip Dog Hammock for Car  Waterproof Scratchproof Rear Seat Cover Against Dirt  Fur  W/Side Flaps,Doggie World,Pet Supplies,"$68,612.95","2,021",$34.46,$10.88,$23.58,"6,576",5230.25,7,1,02/08/2022,Amazon,4.4,"13.78"" x 1.77"" x 11.42""",Large standard-size,2.73 lbs
B0CF95JPZK,Dog Car Seat Cover  600D Heavy Durable Dog Seat Cover for Back Seat  100% Waterproof Scratch Proof Nonslip Dog Hammock for Car with Side Flap  Soft Pet Back Seat Covers for Cars Sedan SUV Trucks,Victoper,Pet Supplies,"$65,222.34","2,966",$21.99,$10.03,$11.96,N.A.,236,7,1,07/27/2023,Amazon,4.6,"13.78"" x 10.16"" x 4.65""",Large standard-size,3.72 lbs
B0C4Z672L7,Dog Car Seat for Small Dog Center Console Seat Pet Booster Seat for Car Puppy Car Seat for Small Dogs (Champagne+Khaki),matsofamic,Pet Supplies,"$52,786.80","1,320",$39.99,$19.50,$20.49,"6,089",243,7,1,03/21/2023,Amazon,4.633333333,"17.71"" x 10.62"" x 9.05""",Small oversize,2.12 lbs
B0B5B3HCJS,Dog Car Seat Pet Booster Seat Pet Travel Safety Car Seat The Dog seat Made is Safe and Comfortable  and can be Disassembled for Easy Cleaning (Beige),BCOCHAO,Pet Supplies,"$68,597.10","1,430",$47.98,$14.53,$33.45,"7,476",3257,7,1,01/13/2021,Amazon,4.5,"15.24"" x 8.15"" x 6.73""",Large standard-size,3.5 lbs
B08GZ2R5Z2,Dog Carrier  Morpilot Portable Cat Carrier Pet Travel Carrier Bag for Cats and Small Dogs  Breathable Pet Airplane Carrier with Locking Safety Zippers  Airline Approved Dog Cat Cage + Foldable Bowl,morpilot,Pet Supplies,"$102,203.37","2,763",$36.99,$22.09,$14.90,"2,866",27702,7,1,08/28/2020,Amazon,4.6,"17.32"" x 12.20"" x 13.39""",Small oversize,3.02 lbs
B0CF1P96JV,Dog Cat Costume Cape  Halloween Pet Wizard Apparels Cosplay Costume Set Soft Hoodies with Glasses Neckties (Medium  Blue),Tiudnsbcx,Pet Supplies,"$20,487.57","1,213",$15.89,$6.07,$9.82,"9,937",37.66666667,7,1,08/07/2023,N.A.,4.6,"5.47"" x 5.08"" x 1.42""",Large standard-size,2.65 lbs
B092QNBGCZ,Dog Cat Home Hair Waterproof Clipper Portable Electric USB Rechargeable Pet Grooming Tools Low Noise Shaver Cordless Trimmer for Small and Large Pets,Grimgrow,Pet Supplies,"$87,376.29","4,371",$17.99,$6.77,$11.22,"1,996",694,6,1,02/17/2022,Amazon,4.692307692,"5.00"" x 2.83"" x 2.68""",Large standard-size,6.74 lbs
B0B1JP85MY,Dog Cat Pet Food Mat Dog Feeding Mat for Food and Water Silicone Dog Dish Mats for Floors Waterproof Slip Dog Bowl Mat with Raised Edges to Prevent Food and Water Messes on Floor,Xgunion,Pet Supplies,"$22,070.45","2,455",$8.99,$5.12,$3.87,"6,479",1215,7,1,05/16/2022,Amazon,4.4,"13.43"" x 2.40"" x 2.40""",Large standard-size,9.59 lbs
B0CCM4J1XT,Dog Cat Self-Cleaning Slicker Brush + Nail Clippers Set for Shedding Grooming Long Short Hair. Safe Painless Bristles Removes Loose Fur  Undercoat  Mats  Tangled For Most Hair Types & Size Pet,WOPQAEM,Pet Supplies,"$126,354.63","7,437",$16.99,$6.09,$10.90,"1,013",6124,7,1,05/13/2021,Amazon,4.5,"6.69"" x 4.25"" x 2.52""",Large standard-size,0.63 lbs
B09T9KHG55,Dog Cat Self-Cleaning Slicker Brush for Shedding & Grooming Long Short Haired  Upgraded PAIN-FREE Bristles Gently Removes Loose Undercoat  Mats  Tangled Hair With All Hair Types + FREE Bonus Pet Comb,YOPETAYU,Pet Supplies,--,--,$15.99,$6.17,$9.82,"8,135",1540,7,1,02/23/2022,Amazon,4.4,"7.09"" x 3.94"" x 2.56""",Large standard-size,7.76 lbs
B0CKJMJ1BR,Dog Chain Diamond Cuban Collar Walking Metal Chain Collar with Design Secure Buckle  Pet Cuban Collar Jewelry Accessories for Small Medium Large Dogs Cats (10 Inch  Silver),SHAMZBEST,Pet Supplies,"$24,485.72","2,228",$10.99,$4.57,$6.42,"37,016",127,6,2,05/10/2022,Amazon,4.2,"10.00"" x 0.50"" x 0.10""",Small standard-size,1.76 lbs
B0B48P16B1,Dog Chain Diamond Cuban Collar Walking Metal Chain Collar with Design Secure Buckle  Pet Cuban Collar Jewelry Accessories for Small Medium Large Dogs Cats (14 Inch  Silver),Tallew,Pet Supplies,--,--,$12.99,$5.49,$7.50,"2,689",1373,6,1,05/10/2022,Amazon,4.3,"1.89"" x 1.69"" x 1.54""",Large standard-size,2.4 lbs
B0CJ8N9PMV,Dog Chew Toys 20 Pack  Puppy Chew Toys for Teething  Pet Dog Toothbrush Chew Toys for Puppy  Indestructible Pet Interactive Tug of War Squeaky Rope Toys for Puppies Small Medium Breed Chewers,JMZDS&JL,Pet Supplies,"$24,618.51","1,449",$17.99,$7.69,$10.30,"5,310",531,7,1,09/16/2023,Amazon,4.4,"9.00"" x 7.80"" x 3.93""",Large standard-size,1.96 lbs
B0BDFF2Q3K,Dog Christmas Costumes  Pet Cold Weather Sweater Coat  Puppy Santa Claus Reindeer Outfit Winter Hoodie Warm Vest Clothes  Jumpsuit Apparel for Small Medium Dogs Cats Party Cosplay,Tealots,Pet Supplies,"$16,029.66","1,234",$12.99,N.A.,N.A.,"25,613",6,7,1,09/06/2022,"Quanzhou Liushanmen Electronic Commerce Co., Ltd.",4,N.A.,N.A.,N.A.
B0BB2MG3NM,Dog Christmas Pajamas -Christmas Tree & Snow Flake Printed Pattern - Pet Constume Wear Fleece Pajamas for Cold Winter,BINGPET,Pet Supplies,"$17,609.96","2,204",$7.99,N.A.,N.A.,"99,982",123.3333333,6,1,07/13/2022,Pergift,4,N.A.,N.A.,N.A.
B09L4PXTCD,Dog Christmas Pajamas Winter Coat Christmas Banners Cold Protective Warm Pet Dog Clothes Nightdress Red Black Plaid Small Medium Large,BINGPET,Pet Supplies,"$26,383.50","1,650",$15.99,$5.94,$10.05,"2,871",12,7,1,08/23/2021,N.A.,4.5,"2.64"" x 9.41"" x 12.60""",Large standard-size,0.3505 lbs
B09DGDG6W2,Dog Christmas Pajamas Winter Coat Moose Pattern Cold Protective Warm Pet Dog Clothes Nightdress Navy Blue Colour Small Medium Large,BINGPET,Pet Supplies,"$16,721.40","1,860",$8.99,$4.89,$4.10,"3,390",6,6,1,10/15/2021,N.A.,3.2,"1.93"" x 8.98"" x 13.58""",Large standard-size,0.3197 lbs
B09DGCNJB6,Dog Christmas Pajamas Winter Coat Moose Pattern Cold Protective Warm Pet Dog Clothes Nightdress Small Medium Large,BINGPET,Pet Supplies,"$13,286.70","1,330",$11.99,$5.04,$6.95,"4,690",12,6,1,08/23/2021,N.A.,4.1,"2.05"" x 7.68"" x 8.94""",Large standard-size,0.2094 lbs
B09XHS9JL2,Dog Clippers Professional Heavy Duty Dog Grooming Clipper 3-Speed Low Noise High Power Rechargeable Cordless Pet Grooming Tools for Small & Large Dogs Cats Pets with Thick & Heavy Coats,HOLDOG,Pet Supplies,"$149,793.93","4,407",$33.99,$8.87,$25.12,"1,876",23418,7,1,08/15/2020,Amazon,4.4,"10.43"" x 6.73"" x 2.40""",Large standard-size,8.11 lbs
B0C6LZXCNK,Dog Clippers  Professional Dog Grooming Kit  Cordless Dog Grooming Clippers for Thick Coats  Dog Hair Trimmer  Low Noise Dog Shaver Clippers  Quiet Pet Hair Clippers Tools for Dogs Cats(Black),Gooad,Pet Supplies,"$151,048.24","3,976",$37.99,$10.84,$27.15,"2,644",3514.285714,7,1,11/08/2021,Amazon,4.5,"8.58"" x 6.02"" x 2.91""",Large standard-size,1.42 lbs
B0CHRNV7C1,Dog Coat Dog Jackets Polar Fleece Pet Windproof Dog Sweater Pets Apparel Warm Fleece Padded Winter Dogs Coats Puppy Small Medium Large Dog Clothes for Dog Black 7XL,kims cosiart,Pet Supplies,"$27,348.60","1,140",$23.99,$8.12,$15.87,"6,366",22.2,7,1,08/07/2023,Amazon,4.02,"11.10"" x 9.09"" x 3.78""",Large standard-size,12.31 lbs
B078G2PQVY,Dog Comb - Tear Stain Remover - Dog Eye Stain Remover - Dog Grooming Comb - Comb For Dogs - Gently Removes Mucus and Crust - Tear Stain Remover For Dogs - Pet Tear Stain Remover - Set of 2,Pets&Goods,Pet Supplies,"$13,809.60","2,520",$5.48,$3.74,$1.74,"3,380",3014,7,1,12/16/2017,Amazon,4.6,"8.23"" x 5.47"" x 0.28""",Small standard-size,1.45 lbs
B07DWVFDRZ,Dog Comb for Removes Tangles and Knots - Cat Comb for Removing Matted Fur - Grooming Tool with Stainless Steel Teeth and Non-Slip Grip Handle - Best Pet Hair Comb for Home Grooming Kit - Ebook Guide,SHINY PET,Pet Supplies,"$14,795.66","1,234",$11.99,$4.72,$7.27,"7,725",8572,6,1,05/05/2018,Amazon,4.7,"7.28"" x 1.85"" x 0.35""",Small standard-size,2.29 lbs
B077T1LQCV,Dog Comb with Long & Short Stainless Steel Teeth - Detangling Cat Comb for Removing Matted Hair & Knots – Pet Tool Accessories for Safe & Gentle DIY Dogs & Cats Grooming,Poodle Pet,Pet Supplies,"$48,531.78","3,474",$13.97,$5.64,$8.33,"3,058",10412,6,1,11/27/2017,Amazon,4.6,"7.87"" x 7.87"" x 0.79""",Large standard-size,3.53 lbs
B0BJ2L497G,Dog Cone Collar for After Surgery  Soft Pet Recovery Collar for Dogs & Cats  Comfort Cone Collar Protective Collar for Large Medium Small Dogs  with Interior Made of Comfortable Plush Material,TIALOVE,Pet Supplies,"$38,335.25","1,475",$25.99,N.A.,N.A.,"5,315",122,7,2,07/10/2022,DINGSTORS,4.5,N.A.,N.A.,N.A.
B0CKF42W5Q,Dog Cone Collar for Small Medium Large Dogs for After Surgery  Pet Inflatable Neck Donut Collar Soft Protective Recovery Cone for Dogs and Cats - Alternative E Collar Does not Block Vision - Brown L,MIDOG,Pet Supplies,"$105,660.36","5,564",$16.99,$7.37,$9.62,"1,961",1351.947368,7,1,07/05/2022,Amazon,4.2,"10.55"" x 7.24"" x 2.09""",Large standard-size,12.63 lbs
B0CKMRGBZZ,Dog Cone Collar for Small Medium Large Dogs for After Surgery  Pet Inflatable Neck Donut Collar Soft Protective Recovery Cone for Dogs and Cats - Alternative E Collar Does Not Block Vision - Cyan L,MIDOG,Pet Supplies,"$80,897.40","4,260",$16.99,$6.62,$10.37,"1,781",11956.07143,7,1,05/21/2023,N.A.,4,"10.39"" x 6.34"" x 2.17""",Large standard-size,10.55 lbs
B0C6TF6PMZ,Dog Cones for Large Dogs After Surgery  Soft Inflatable Dog Cone Alternative Dog Neck Donut Collar Comfortable Pet Recovery E Collars for Dogs Cats After Surgery - Blue  L,WONDAY,Pet Supplies,"$27,839.34","1,466",$15.99,$7.37,$8.62,"5,540",194.75,7,1,05/31/2023,Amazon,4,"10.00"" x 8.39"" x 1.85""",Large standard-size,12.31 lbs
B08FYPW3YW,Dog Costume  Gimilife Dog Hoodie  Dog Halloween Costume Pet Xmas Pajamas Outfit  Pet Coat Cartoon Costumes for Small Medium Large Dogs and Cats for Halloween Christmas and Winter - 2XL,Gimilife,Pet Supplies,"$144,718.08","4,992",$26.49,$8.87,$17.62,792,1715,6,2,08/14/2020,Amazon,4.3,"9.02"" x 7.52"" x 1.93""",Large standard-size,13.72 lbs
B08L3X1NVW,Dog Cough - Kennel Cough - Dog Allergy Relief - Supplements For Dogs & Cats Health - Allergy Relief Immune Supplement for Dogs - for Dry  Wet & Barkly Pet Cough - Suitable For All Sizes,Alfa Pet,Pet Supplies,"$44,662.14","1,686",$26.49,$7.51,$18.98,"7,102",3292,7,2,10/31/2020,Amazon,4.1,"4.76"" x 1.69"" x 1.65""",Large standard-size,2 lbs
B09MK5F1JN,Dog Crate Bed Washable Dog Beds for Extra Large Dogs Deluxe Thick Flannel Fluffy Comfy Kennel Pad Anti-Slip & Anti-Scratch Pet Sleeping Mat  41 x 27 Inch  Blue,KSIIA,Pet Supplies,"$227,169.14","6,886",$23.99,$13.89,$10.10,"1,215",4357.321429,7,1,03/20/2022,Amazon,4.4,"41.00"" x 27.00"" x 2.00""",Small oversize,10.58 lbs
B0BQQZ94ZF,Dog Crate Bed Waterproof Deluxe Plush Dog Beds with Removable Washable Cover Anti-Slip Bottom Pet Sleeping Mattress for Large  Medium  Jumbo  Small Dogs  23 x 17 inch  Gray,NUPIDA,Pet Supplies,"$143,342.64","5,736",$29.49,$15.73,$13.76,"2,130",985,7,1,12/20/2022,Amazon,4.5,"23.00"" x 17.00"" x 3.00""",Small oversize,2.6 lbs
B09Y98YHFP,Dog Door Replacement Flaps with Screw  Medium Pet Door Replacement Flap Compatible with PetSafe Freedom PAC11-11038  Weather-Proof & No Warped for Medium Dogs  Cat Doggie Flaps 12 7/8'' × 8 1/8'',MIAOTONG,Pet Supplies,"$31,327.36","1,984",$20.44,$5.44,$15.00,"5,022",1380,6,1,04/04/2022,Amazon,4.5,"12.56"" x 7.72"" x 0.51""",Small standard-size,9.38 lbs
B09FFH43FB,Dog Dress Sweater  Pack of 3  Dog Clothes  Dog Coat  Dog Jacket for Small or Medium Dogs Girl  Ultra Soft and Warm Cat Pet Sweaters (Pink Violet Rosepink  Medium),FABRICASTLE,Pet Supplies,"$58,641.12","3,088",$15.99,$5.92,$10.07,"1,278",2149.864198,6,1,09/02/2021,N.A.,4.3,"11.26"" x 8.35"" x 0.67""",Small standard-size,7.83 lbs
B09GFFWZQB,Dog Dresses  Fashion Pet Dog Clothes  Striped Mesh Puppy Dog Princess Dresses (Pink/Blue/Denim(3pack)  X-Small),TAPBULL,Pet Supplies,"$16,245.84","1,016",$15.99,$5.94,$10.05,"7,825",4186,6,3,09/15/2021,Amazon,4.3,"9.69"" x 8.66"" x 1.50""",Large standard-size,3.88 lbs
B08S751FRC,Dog Dryer High Velocity Professional Dog/Pet Grooming Force Hair Dryer/Blower,shernbao,Pet Supplies,"$78,567.60","1,124",$69.90,$18.42,$51.49,"8,023",2332.166667,6,2,11/02/2020,Amazon,4.5,"15.75"" x 10.63"" x 6.69""",Large standard-size,6.81 lbs
B082SC366L,"Dog Fleece Hoodie  Windproof Waterproof Dog Coat Fleece & Cotton Lined Warm Dog Jacket  Cold Weather Pet Apparel Clothes Vest for Small Medium Large Dog (L: Length 15""  Chest 17.3""-20""  Purple)",SAWMONG,Pet Supplies,"$34,829.85","1,515",$21.99,N.A.,N.A.,"17,773",902,6,1,10/28/2022,SAWMONG,4.5,N.A.,N.A.,N.A.
B09H6M4Z4H,Dog Fleece Vest 4 Pieces Dog Cold Weather Pullover Dog Cozy Jacket Winter Dog Clothes Pet Sweater Vest with Leash Ring for Small Dogs,SATINIOR,Pet Supplies,"$23,569.26","1,474",$15.99,$6.17,$9.82,"3,260",2418.1,7,1,10/28/2020,Amazon,4.2,"11.34"" x 9.25"" x 1.22""",Large standard-size,7.83 lbs
B0C4YDGFW7,"Dog Food Mat - Silicone Dog Mat for Food and Water - 28"" x 20"" Pet Feeding Mats with Residue Collection Pocket - Waterproof Dog Cat Bowl Mat with High Edges to Prevent Water Food Spills (Gray)",Carry360,Pet Supplies,"$35,638.50","1,150",$39.99,$10.44,$29.55,"8,161",259,7,1,07/09/2023,Amazon,4.5,"10.91"" x 8.74"" x 2.99""",Large standard-size,1.9 lbs
B0CJRDYRKD,Dog Food Storage Container 50 Lbs - Collapsible Large Food Container with Wheels - Pet Food Storage Containers  Large Food Storage Container 50 lbs  Dog Food Cookies Jar Container  45x33x37.5cm (Gray),fullstar,Pet Supplies,"$66,997.66","2,234",$29.99,$13.03,$16.96,N.A.,922,7,1,04/27/2023,Amazon,4.6,"17.72"" x 12.99"" x 6.30""",Large standard-size,3.89 lbs
B0BXSMQRGZ,Dog Gate for Stairs Pet Gates for The House: Dogs Screen Mesh Gate for Doorways Stairways Indoor Safety 29 inch Tall  34 inch Wide,Cupount,Pet Supplies,"$58,966.82","4,918",$13.99,$10.74,$3.25,"1,763",749,7,2,03/01/2023,Amazon,3.3,"34.00"" x 29.00"" x 1.00""",Small oversize,7.37 lbs
B09G86SSYH,Dog Gone Smart Dirty Dog Microfiber Doormat  XL  Grey & The Original Dirty Dog Shammy Ultra Absorbent Microfiber Quick Drying Towel  Beach,Dog Gone Smart Pet Products,Pet Supplies,"$259,623.66","3,417",$33.96,N.A.,N.A.,"2,639",19053.25,6,1,12/12/2022,Amazon.com,4.7,N.A.,N.A.,N.A.
B09XLR3HZJ,"Dog Grass Large Patch Potty  Artificial Dog Grass Bathroom Turf for Pet Training  Washable Puppy Pee Pad  Perfect Indoor/Outdoor Portable Potty Pet Loo (Potty system-41""X26.8"")",PICK FOR LIFE,Pet Supplies,"$51,221.72","2,228",$29.99,$17.33,$12.66,"4,642",2204,7,1,04/09/2022,Amazon,4,"38.50"" x 24.40"" x 0.08""",Small oversize,1.04 lbs
B0CDLSQ1MQ,"Dog Grass Pet Loo Indoor/Outdoor Portable Potty  Artificial Grass Patch Bathroom Mat and Washable Pee Pad for Puppy Training  Full System with Trays (Pet Training Tray  20""x16"")…",PICK FOR LIFE,Pet Supplies,"$63,446.89","1,511",$36.49,$16.76,$19.73,"7,519",2619.25,7,1,08/30/2020,Amazon,3.8,"20.75"" x 16.55"" x 2.00""",Small oversize,2.65 lbs
B0B2QML32P,Dog Grooming Hammock Dog Grooming Supplies Dog Hammock Dog Grooming Harness Pet Grooming Hammock Grooming Table Dog Nail Clipper Dogs Cats Grooming Claw Care (M),MAIYOUWENG,Pet Supplies,"$19,741.44","1,164",$16.42,$6.31,$10.11,"6,222",2176,7,1,11/05/2021,libolibo-US,4.4,"8.58"" x 6.54"" x 2.48""",Large standard-size,11.99 lbs
B0CG63QJM3,Dog Grooming Kit & Vacuum Suction 99.99% Pet Hair  Dog Grooming Clippers with 6 Pet Grooming Tools for Shedding Pet Hair 1.5L Dust Cup dog grooming vacuum for shedding Dogs Cats &Home Cleaning White,BXYY,Pet Supplies,"$158,620.17","1,983",$79.99,$27.02,$52.97,"21,203",26,7,2,08/20/2023,Amazon,4.7,"15.50"" x 12.00"" x 12.00""",Small oversize,9.75 lbs
B0BXGZS4GC,Dog Grooming Kit 2-Speed Low Noise Dog Clippers for Grooming Rechargeable Cordless Pet Dog Hair Grooming Clippers Dog Trimmer for Grooming for Small & Large Dogs Cats with Thick Coats,Bonve Pet,Pet Supplies,"$25,987.00","1,300",$19.99,$8.14,$11.85,"11,510",887,7,1,05/05/2023,Amazon,3.8,"5.27"" x 2.08"" x 8.66""",Large standard-size,1.17 lbs
B08FWZJYJH,Dog Grooming Kit Clippers  Low Noise  Electric Quiet  Rechargeable  Cordless  Pet Hair Thick Coats Clippers Trimmers Set  Suitable for Dogs  Cats  and Other Pets (Gold),Highdas,Pet Supplies,"$83,740.96","4,694",$18.68,$7.82,$10.86,"1,056",17226.8,6,1,01/29/2007,Amazon,4.5,"8.31"" x 5.51"" x 2.68""",Large standard-size,1.04 lbs
B0BTSKKCXX,Dog Grooming Kit with Led Display  Heavy Duty Pet Grooming  Upgrade Motor for Dog Grooming Clippers with Low Noise  USB Rechargeable Cordless Pet Clippers for Small & Large Dogs Cats,Kakipi,Pet Supplies,"$122,026.17","4,883",$24.99,$8.89,$16.10,"2,602",755,7,1,02/02/2023,Amazon,4.5,"8.43"" x 5.51"" x 2.56""",Large standard-size,1.04 lbs
B0CD8FDHLQ,Dog Grooming Kit Include Dog Grooming Arm with Clamp 1 Curved Scissor  1 Thinning Scissor 1 Comb 1 Storage Case 2 No Sit Haunch Holders&Loop Noose pet Grooming Table Arm for Small Dogs&Puppy,wikdey,Pet Supplies,"$59,342.51","1,349",$26.99,$13.63,$13.36,"6,519",231,7,1,07/08/2022,Amazon,4.5,"15.20"" x 13.50"" x 3.58""",Large standard-size,4.09 lbs
B0CJ7FP27M,Dog Halloween Costumes for Large Dog  Dog Bat Wings with Pumpkin Bell Pet Halloween Cosplay Party Dress Up (L),OLANRUN,Pet Supplies,"$37,616.04","2,596",$14.24,$5.71,$8.53,"2,768",23,7,1,08/04/2023,N.A.,4.6,"11.00"" x 8.70"" x 1.60""",Large standard-size,4.66 lbs
B0CCJW3CWX,Dog Halloween Costumes  Pet Costumes  SD Collar Tags for Large Small Medium Big Extra Large XS XL XXL Pet Puppy Dog  Halloween Decoration for Pet Puppy - Light Blue,Gsofly,Pet Supplies,"$27,161.85","3,015",$8.99,$4.42,$4.57,N.A.,8.5,7,1,07/05/2021,Amazon,3.95,"4.65"" x 3.43"" x 0.28""",Small standard-size,0.63 lbs
B09FNZ3RNW,Dog Halloween Shirt Pumpkin Head Halloween Costume Pet T Shirt Dog Shirts for Small Dogs,MeowWow,Pet Supplies,"$15,021.20","1,880",$9.99,$4.12,$5.87,"47,440",2.5,6,1,09/07/2021,N.A.,2.55,"9.00"" x 0.70"" x 10.00""",Small standard-size,0.0882 lbs
B078WWPVFB,Dog Harness - No pull and No choke humane Design  Non Pulling Pet Harness with Mesh vest  Easy Step-in Adjustable Mesh Harness for control  Patented Dog Pull Control Technology by Sporn,Sporn,Pet Supplies,"$63,659.40","1,380",$46.13,N.A.,N.A.,"4,154",6303,6,1,04/02/2019,Pan Am Market,4.4,"0.00"" x 0.00"" x 0.00""",N.A.,0 lbs
B0C88XK3WP,Dog Hoodie Pet Clothes - Security Printed Pet Sweaters with Hat Soft Cotton Coat Winter for Large Dogs,SCENEREAL,Pet Supplies,"$21,861.84","1,176",$18.09,$6.33,$11.76,"1,935",1160.75,6,1,09/29/2020,Amazon,4.3,"9.06"" x 6.89"" x 2.95""",Large standard-size,5.93 lbs
B0B7KM9JP2,Dog Hoodie with Pocket Pet Warm Sweater for Winter Small Medium Dogs Puppy Coat Brown L,TYONMUJO,Pet Supplies,"$10,707.09","1,191",$8.99,$4.89,$4.10,"5,071",204,6,1,07/24/2022,Amazon,3.8,"8.19"" x 6.38"" x 1.77""",Large standard-size,2.4 lbs
B098CZ9JFJ,Dog Hoodie- Dog Basic Sweater Coat Cute Frog Shape Warm Jacket Pet Cold Weather Clothes Outfit Outerwear for Cats Puppy Small Largr Dogs,MJEMS,Pet Supplies,"$21,761.85","1,815",$11.99,$5.34,$6.65,"5,013",162,7,1,07/21/2021,ZGDecor,4.65,"3.15"" x 2.36"" x 0.79""",Large standard-size,0.1102 lbs
B07B7KJLCB,Dog Life Jacket Easy-Fit Adjustable Belt Pet Saver Swimming Safety Swimsuit Preserver with Reflective Stripes for Doggie,SNIK-S,Pet Supplies,"$17,627.40","1,260",$24.99,$5.64,$19.35,"51,965",998.875,6,1,03/04/2018,Arthas.S,4.4,"9.50"" x 8.30"" x 1.40""",Large standard-size,0.27 lbs
B0892HBNMJ,Dog Life Jacket Swimming Vest Lightweight High Reflective Pet Lifesaver with Lift Handle  Leash Ring Purple 2XL,Queenmore,Pet Supplies,"$70,983.70","2,630",$29.99,N.A.,N.A.,"1,835",1447.666667,6,1,01/10/2022,Amazon,4.6,N.A.,N.A.,N.A.
B0BW8L9T9Y,Dog Life Jacket  Adjustable Dog Life Vests Pet Life Preserver with Rescue Handle for Small Medium Large Dogs  Safety Lifesaver High Visibility Dog Swimsuit for Swimming Boating  Green Mermaid S,Bess Bridal,Pet Supplies,"$58,276.80","2,160",$26.98,$7.82,$19.16,"22,427",1702,7,1,01/08/2019,Amazon,4.5,"1.18"" x 9.45"" x 14.80""",Large standard-size,0.549 lbs
B0CKCGG19Q,Dog Multivitamin Chewable with Glucosamine - Dog Vitamins and Supplements - Senior & Puppy Multivitamin for Dogs - Pet Joint Support Health - Immunity - Mobility - Energy - Gut - Skin - 120 Chews,Vet Promise,Pet Supplies,"$72,360.68","3,164",$22.87,$7.20,$15.67,N.A.,855,6,1,02/07/2023,Amazon,4.5,"3.98"" x 3.62"" x 3.62""",Large standard-size,10.86 lbs
B0CKKF7X4Y,Dog Multivitamin Chewable with Glucosamine - Dog Vitamins and Supplements  Senior & Puppy Multivitamin for Dogs - Pet Chondroitin Hip and Joint Support Health  Immune Booster  Skin  Heart  Probiotics,Grateful Pawz,Pet Supplies,"$35,059.50","1,470",$23.85,$7.35,$16.50,N.A.,1351,6,1,05/30/2022,Amazon,4.5,"4.02"" x 3.70"" x 3.66""",Large standard-size,10.86 lbs
B0C1DB2HC7,Dog Multivitamin Chewable with Glucosamine 20 in 1 - Dog Vitamins and Supplements - Senior & Puppy Multivitamin for Dogs - Pet Joint Support Health - Immunity  Mobility  Gut Skin - 120 Chews,Artullano,Pet Supplies,--,--,$19.95,$6.76,$13.19,"4,117",316,6,1,04/02/2023,Amazon,4.4,"3.70"" x 3.54"" x 3.50""",Large standard-size,10.23 lbs
B0CJ6Z6PHX,Dog Muzzle  Breathable Soft Pet Muzzle for Large Dogs Anti Biting Barking Chewing  No Bark Air Mesh Dog Muzzle with Reflective & Adjustable Strap for Small Medium Large Sized Dog（Black-M,Mkery,Pet Supplies,"$25,207.83","1,557",$16.19,$5.97,$10.22,"4,862",59,7,1,06/18/2023,Amazon,4.5,"8.94"" x 5.59"" x 0.83""",Large standard-size,1.76 lbs
B0BSR3R13G,Dog Muzzle  Breathable Soft Pet Muzzle for Large Dogs Anti Biting Barking Chewing  No Bark Air Mesh Dog Muzzle with Reflective & Adjustable Strap for Small Medium Large Sized Dog（Black-XXL,Mkery,Pet Supplies,"$33,612.30","1,770",$18.99,N.A.,N.A.,"3,962",112,7,1,01/01/2023,Mkery,4.4,N.A.,N.A.,N.A.
B0CCJ2HLTK,Dog Muzzle  Breathable Soft Pet Muzzle for Large Dogs Anti Biting Barking Chewing  No Bark Air Mesh Dog Muzzle with Reflective & Adjustable Strap for Small Medium Large Sized Dog（Black-XXL,Mkery,Pet Supplies,"$48,095.94","2,406",$19.99,N.A.,N.A.,"3,624",138,7,1,05/23/2023,Amazon,4.2,N.A.,N.A.,N.A.
